BEA_Summary,BEA_Detail,DnB_Share_RoUS,X_Share_US,alpha_RoUS,RoUS_Share_Used,DetailedOutput_CA_RoUS,D_cal_RoUS,RoUS_Direct_Emissions,RoUS_Output_Weight,RoUS_Emissions_Weight
332,332200,0.04830996404971685,0.02735635171627027,0.2,0.031547074182959586,12468520051.387379,0.040476390035739815,504680680.76839817,0.031547074182959586,0.04126468836863638
332,332310,0.14339139326902456,0.13510953226761396,0.2,0.1367659044678961,54054725085.25713,0.013547372721214077,732299508.0727388,0.1367659044678961,0.05987570387501045
332,332320,0.09373346653899929,0.12568845759505554,0.2,0.1192974593838443,47150577444.37357,0.015305626838677587,721669143.5917503,0.1192974593838443,0.05900652323412454
332,332410,0.027292309526608848,0.020638565177836504,0.2,0.021969314047590973,8683050324.380865,0.013363071937507678,116032226.12170088,0.021969314047590973,0.009487253691465162
332,332420,0.018872685125506855,0.024240061228320987,0.2,0.02316658600775816,9156254570.065622,0.019493683571865535,178489129.29230696,0.02316658600775816,0.014593977098989224
332,332430,0.08205599792647413,0.05186500888099467,0.2,0.05790320669009057,22885396264.259544,0.012669174696947777,289939083.2807802,0.05790320669009057,0.02370656609889133
332,332500,0.07655885514029827,0.024985198342214326,0.2,0.035299929701831115,13951781352.122673,0.02036340803165256,284105816.44167525,0.035299929701831115,0.023229615132747197
332,332600,0.02828520989343085,0.026579445190544268,0.2,0.026920598131121583,10639973001.824068,0.023968444750807463,255023605.0443032,0.026920598131121583,0.02085173851469198
332,332710,0.08349763661799244,0.10956114889745701,0.2,0.1043484464415641,41242198539.30379,0.034072304183296646,1405216733.8190713,0.1043484464415641,0.11489607750221606
332,332720,0.018397000980966065,0.0854279484180277,0.2,0.07202175893061538,28465547713.06274,0.023097402346775524,657480208.549946,0.07202175893061538,0.05375818205097902
332,332800,0.04585750673074615,0.07488916807462924,0.2,0.06908283580585263,27303981296.53642,0.11526653980248015,3147235446.883389,0.06908283580585263,0.25733041681056007
332,332913,0.022670064580799433,0.014027639388294415,0.2,0.015756124426795422,6227377924.440621,0.024844804694366177,154717988.29073465,0.015756124426795422,0.012650354600693232
332,33291A,0.12560914150868552,0.07534260422533177,0.2,0.08539591168200253,33751486142.213898,0.012112641381027536,408819647.7173575,0.08539591168200253,0.03342671119557706
332,332991,0.02374593184129524,0.01789484324683389,0.2,0.01906506096572616,7535186735.652404,0.02804857179646349,211351226.1547058,0.01906506096572616,0.01728091210134001
332,332996,0.013921274288359601,0.01789484324683389,0.2,0.017100129455139033,6758576271.009307,0.018123926767911667,122491941.3911182,0.017100129455139033,0.010015425558747225
332,332999,0.037822160339180726,0.040084333347773976,0.2,0.03963189874605533,15663928810.763218,0.032600022828482476,510644436.8146053,0.03963189874605533,0.041752308648411354
332,33299A,0.024175301958342006,0.03894929890684342,0.2,0.03599449951714314,14226299921.390955,0.023620352868692542,336030224.1591073,0.03599449951714314,0.027475160058151482
333,333111,0.04543635185337587,0.06628594090818957,0.2,0.06211602309722683,24847590574.564922,0.015052384466763298,374015486.4010752,0.06211602309722683,0.040587883126406106
333,333112,0.012411068857146886,0.021008658867076476,0.2,0.019289140865090558,7716023190.9997635,0.0038889104250632318,30006923.027508643,0.019289140865090558,0.003256329026754663
